emp_id,emp_name,emp_dob,emp_age,job_role,store_id,emp_gender,emp_rating,job_level,emp_salary
emp8050,Peter MacVagh,06-08-1990,32,customer_assistant,39,Male,5,1,10
emp4483,Brandie Taveriner,07-02-1977,45,customer_assistant,45,Male,5,1,15
emp7098,Tymothy Collcutt,04-05-1984,38,customer_assistant,19,Male,1,1,15
emp0158,Ange Linnard,16-02-1963,59,store_manager,7,Male,5,5,25
emp7347,Bob Hanwell,25-07-1979,43,customer_assistant,11,Male,3,2,15
emp4089,Corbett Dulen,23-08-1953,69,store_manager,24,Male,5,1,25
emp9573,Maryjo McAndrew,01-11-1981,41,customer_assistant,23,Male,4,1,15
emp8562,Wenonah Picot,26-05-1991,31,customer_assistant,45,Male,5,2,10
emp3202,Goraud Surpliss,25-02-1951,71,store_manager,27,Male,5,2,25
emp4723,Vince Humblestone,24-11-1960,62,store_manager,23,Male,3,2,25
emp9045,Cass Glanders,16-03-1965,57,store_manager,41,Male,5,1,25
emp4241,Cyrille Tregidga,08-07-1952,70,store_manager,14,Male,5,1,25
emp0199,Lazarus Langsbury,06-07-1956,66,store_manager,11,Male,4,1,25
emp6609,Malchy Willcott,06-02-1979,43,customer_assistant,28,Male,1,1,15
emp6761,Kain Dewitt,22-04-1980,42,customer_assistant,11,Male,5,1,15
emp8639,Kay Abbado,07-03-1964,58,store_manager,20,Male,3,3,25
emp4993,Flem Cosslett,10-01-1966,56,store_manager,22,Male,4,3,25
emp2949,Bernice Swadden,08-06-1958,64,store_manager,24,Male,5,1,25
emp0716,Fallon Roome,22-12-1969,52,store_manager,31,Male,5,1,25
emp7464,Bibbye Duguid,09-02-1953,69,store_manager,43,Male,5,1,25
emp6817,Lemar Ferdinand,08-06-1961,61,store_manager,14,Male,5,2,25
emp8245,Solomon Keach,08-11-1976,46,inventory_specialist,38,Male,1,1,15
emp8436,Newton Shattock,19-05-1978,44,customer_assistant,32,Male,3,2,15
emp5263,Fifine Duplan,02-05-1958,64,store_manager,43,Male,5,1,25
emp7510,Rahel Pidduck,12-03-1979,43,customer_assistant,21,Male,4,3,15
emp4085,Amble Braams,30-10-1960,62,store_manager,20,Male,5,1,25
emp5623,Noel Shepley,30-04-1984,38,customer_assistant,2,Male,1,1,15
emp2265,Carmella Van de Castele,07-07-1963,59,store_manager,31,Male,3,3,25
emp9188,Lorry Weymouth,04-11-1982,40,customer_assistant,11,Male,5,2,15
emp4960,Minetta Greensides,11-09-1972,50,store_manager,23,Male,4,1,25
emp7270,Nico Jira,18-03-1987,35,customer_assistant,7,Male,4,1,15
emp1355,Tish Yglesia,25-08-1951,71,store_manager,42,Male,5,1,25
emp9202,Stanly McDade,03-09-1951,71,store_manager,42,Male,4,1,25
emp4839,Feodora Ashfull,23-08-1959,63,store_manager,26,Male,4,1,25
emp9387,Francesco Woodland,15-02-1961,61,store_manager,2,Male,3,1,25
emp1584,Horatio Wetherill,28-01-1964,58,store_manager,13,Male,3,1,25
emp6530,Lloyd Glossop,12-01-1962,60,store_manager,32,Male,5,2,25
emp4076,Krispin Lukianovich,12-02-1974,48,inventory_specialist,12,Male,5,2,15
emp2257,Bobbie Dorricott,29-08-1951,71,store_manager,1,Male,3,1,25
emp4914,Yetta Delaney,19-07-1954,68,store_manager,2,Male,3,3,25
emp2055,Charmain Wollaston,21-02-1978,44,customer_assistant,18,Male,3,1,15
emp2069,Rossy Soreau,05-03-1982,40,customer_assistant,23,Male,4,1,15
emp6894,Eran Straine,16-06-1964,58,store_manager,22,Male,4,1,25
emp2435,Galvin Coye,15-10-1959,63,store_manager,6,Male,4,5,25
emp1556,Sansone Quan,30-08-1983,39,customer_assistant,35,Male,3,1,15
emp4793,Jyoti Loveland,01-08-1991,31,customer_assistant,17,Male,5,1,10
emp1993,Gerald Lurcock,16-01-1957,65,store_manager,15,Male,5,1,25
emp2816,Evered Harfleet,04-08-1971,51,store_manager,16,Male,2,5,25
emp8615,Koral Ashleigh,16-04-1979,43,customer_assistant,4,Male,4,4,15
emp3532,Letitia Iuorio,16-10-1966,56,store_manager,17,Male,4,3,25
emp0695,Shaylyn Yakebowitch,19-04-1951,71,store_manager,7,Male,3,4,25
emp6268,Flem Salmons,16-11-1978,44,customer_assistant,44,Male,4,3,15
emp6241,Cully Gilchrest,09-04-1970,52,store_manager,19,Male,5,1,25
emp9108,Amil Sommerly,14-09-1985,37,customer_assistant,43,Male,4,1,15
emp8715,Hubie Prangnell,24-06-1957,65,store_manager,11,Male,5,3,25
emp7373,Shaina Ackrill,12-01-1971,51,store_manager,2,Male,5,1,25
emp4086,Carlyle Benson,10-12-1966,56,store_manager,12,Male,5,1,25
emp0794,Camile Peter,19-10-1958,64,store_manager,6,Male,5,2,25
emp0998,Mabel Tyler,03-10-1952,70,store_manager,24,Male,4,1,25
emp3037,Ulysses Pomery,27-01-1986,36,customer_assistant,3,Male,3,1,15
emp7826,Berte Fanthom,01-01-1964,58,store_manager,31,Male,1,5,25
emp4757,Dall Powley,21-03-1957,65,store_manager,3,Male,4,1,25
emp4714,Xever Oliffe,11-06-1951,71,store_manager,31,Male,2,1,25
emp0813,Alisa Troy,15-05-1989,33,customer_assistant,31,Male,2,1,10
emp1901,Colver Tiley,24-05-1957,65,store_manager,10,Male,5,1,25
emp5101,Tate Babe,28-05-1988,34,customer_assistant,23,Male,2,1,10
emp8454,Hallsy Hinnerk,10-04-1965,57,store_manager,3,Male,5,1,25
emp2188,Jennica Nowland,31-08-1968,54,store_manager,3,Male,5,2,25
emp5932,Kary Rasmus,19-03-1966,56,store_manager,33,Male,5,3,25
emp3949,Chad Meachan,12-02-1966,56,store_manager,33,Male,3,2,25
emp7241,Reid Arnall,14-02-1991,31,customer_assistant,18,Male,4,1,10
emp9266,Boy Farnfield,04-03-1953,69,store_manager,9,Male,4,1,25
emp7587,Maurice Girk,12-05-1975,47,inventory_specialist,4,Male,5,1,15
emp3779,Clementine Brundell,19-11-1981,41,customer_assistant,27,Male,3,2,15
emp9829,Daisey Cuseck,04-05-1980,42,customer_assistant,23,Male,5,1,15
emp6580,Stacy Biaggiotti,21-05-1982,40,customer_assistant,21,Male,4,2,15
emp6606,Patricio Sawley,20-01-1978,44,customer_assistant,24,Male,4,1,15
emp4584,Marchall Crotty,03-07-1963,59,store_manager,4,Male,3,4,25
emp0941,Daisi Theyer,30-04-1985,37,customer_assistant,22,Male,5,2,15
emp4944,Anthea Stickles,03-05-1968,54,store_manager,11,Male,5,2,25
emp2426,Sophey Monckton,16-10-1953,69,store_manager,42,Male,4,2,25
emp7396,Cello Pounder,05-11-1956,66,store_manager,9,Male,5,1,25
emp6883,Allyce Barton,27-02-1951,71,store_manager,12,Male,1,1,25
emp5638,Dorolisa Seakings,29-08-1985,37,customer_assistant,28,Male,4,1,15
emp8795,Cecily Haining,18-05-1962,60,store_manager,12,Male,4,3,25
emp6615,Valerye Ivanilov,04-11-1983,39,customer_assistant,30,Male,2,2,15
emp6899,Maire Boast,13-09-1988,34,customer_assistant,29,Male,4,2,10
emp7445,Lindsey Ribbens,12-06-1990,32,customer_assistant,16,Male,5,3,10
emp5903,Atalanta Vannoort,30-08-1951,71,store_manager,35,Male,5,1,25
emp4939,Hagan Ashby,10-08-1968,54,store_manager,4,Male,5,1,25
emp0379,Kirby Umfrey,07-03-1987,35,customer_assistant,33,Male,5,2,15
emp3929,Courtnay Motto,13-02-1961,61,store_manager,35,Male,4,1,25
emp5339,Lonnie Killough,31-08-1961,61,store_manager,37,Male,5,2,25
emp0597,Hilary Bullon,16-04-1969,53,store_manager,18,Male,5,1,25
emp3656,Corabel Godsil,01-01-1966,56,store_manager,1,Male,1,1,25
emp6123,Brier Dagger,14-03-1980,42,customer_assistant,9,Male,4,5,15
emp1862,Adair Drabble,10-01-1968,54,store_manager,39,Male,4,1,25
emp4414,Velma Lyffe,28-05-1971,51,store_manager,10,Male,5,1,25
emp4186,Gracie Gibbs,21-09-1991,31,customer_assistant,38,Male,5,2,10
emp3226,Hadria Abramowitch,02-07-1982,40,customer_assistant,12,Male,3,1,15
emp5570,Agustin Symson,15-06-1961,61,store_manager,5,Male,5,2,25
emp9337,Edwin Collomosse,12-01-1959,63,store_manager,41,Male,4,4,25
emp1711,Gussi Tour,19-04-1974,48,inventory_specialist,11,Male,3,5,15
emp3944,Yance Bonds,18-04-1986,36,customer_assistant,17,Male,5,2,15
emp1761,Geneva Durham,25-06-1965,57,store_manager,29,Male,5,2,25
emp0362,Howie Lockett,23-12-1957,64,store_manager,13,Male,5,2,25
emp6050,Vincents Hibbart,21-06-1963,59,store_manager,21,Male,5,2,25
emp4036,Teodor Scardefield,17-04-1982,40,customer_assistant,11,Male,5,1,15
emp8960,Xylina Cullimore,04-10-1960,62,store_manager,30,Male,5,1,25
emp5038,Pauly Enoch,18-06-1971,51,store_manager,10,Male,3,5,25
emp6073,Maximilian Ridgers,06-10-1970,52,store_manager,25,Male,3,1,25
emp8461,Marris Urch,26-11-1989,33,customer_assistant,27,Male,5,1,10
emp7061,Bucky Stennet,04-12-1977,45,customer_assistant,43,Male,3,2,15
emp6185,Ranee Sell,25-08-1980,42,customer_assistant,26,Male,5,3,15
emp9248,Arch Booth-Jarvis,13-06-1954,68,store_manager,6,Male,2,1,25
emp8971,Dawna Scarlan,15-12-1984,37,customer_assistant,15,Male,5,3,15
emp7525,Sayre Gregine,03-05-1972,50,store_manager,4,Male,4,3,25
emp2086,Arnoldo Spurryer,19-01-1968,54,store_manager,43,Male,5,3,25
emp8416,Deck Gaye,16-07-1956,66,store_manager,10,Male,5,1,25
emp1018,Gael Kernock,23-09-1982,40,customer_assistant,9,Male,5,3,15
emp9721,Hildagard Crocombe,31-10-1954,68,store_manager,30,Male,5,2,25
emp6590,Spense St. Louis,28-05-1980,42,customer_assistant,27,Male,3,1,15
emp7157,Jessica Lunge,05-04-1986,36,customer_assistant,36,Male,4,1,15
emp1473,Immanuel Frostdick,03-09-1988,34,customer_assistant,35,Male,5,5,10
emp3234,Margaret Luton,29-09-1991,31,customer_assistant,7,Male,5,4,10
emp3087,Kevin Simoneton,04-06-1985,37,customer_assistant,41,Male,1,5,15
emp3003,Norah Grelak,02-01-1952,70,store_manager,36,Male,5,1,25
emp2854,Che Newcome,08-12-1986,35,customer_assistant,6,Male,4,1,15
emp6915,Andy Bavin,28-12-1973,48,inventory_specialist,2,Male,2,2,15
emp0069,Shepard Marjoribanks,28-01-1955,67,store_manager,40,Male,1,1,25
emp6294,Archaimbaud Tompsett,23-09-1954,68,store_manager,12,Male,4,1,25
emp2246,Marv Vanstone,26-01-1987,35,customer_assistant,9,Male,5,1,15
emp6935,Nadean Eastope,01-10-1975,47,inventory_specialist,11,Male,5,2,15
emp1132,Read Charte,13-06-1952,70,store_manager,11,Male,5,3,25
emp1786,Elisabeth Borgne,07-06-1966,56,store_manager,24,Male,5,2,25
emp2931,Tremaine Jonas,07-06-1955,67,store_manager,37,Male,3,2,25
emp7809,Doy Berrington,28-11-1975,47,inventory_specialist,45,Male,5,2,15
emp8080,Joshuah Gibson,01-03-1985,37,customer_assistant,39,Male,5,1,15
emp6360,Flori Mocher,25-05-1959,63,store_manager,33,Male,4,2,25
emp9832,Lorin Richarson,19-12-1959,62,store_manager,25,Male,4,4,25
emp8362,Jaynell Thaw,25-03-1981,41,customer_assistant,40,Male,2,1,15
emp2392,Gradeigh Symons,07-06-1984,38,customer_assistant,45,Male,4,1,15
emp2636,Dionne Grosier,17-01-1957,65,store_manager,25,Male,3,4,25
emp6425,Aldous Barlie,30-07-1989,33,customer_assistant,3,Male,4,2,10
emp8277,Damian Struys,06-06-1958,64,store_manager,13,Male,5,2,25
emp6779,Tedmund Knoble,30-07-1989,33,customer_assistant,24,Male,4,1,10
emp3137,Dana Dary,26-12-1968,53,store_manager,15,Male,5,1,25
emp1131,Laurent Agirre,25-03-1951,71,store_manager,11,Male,4,1,25
emp4669,Prue Fidele,11-09-1985,37,customer_assistant,11,Male,1,1,15
emp8213,Benedetta Kilby,23-11-1973,49,inventory_specialist,4,Male,5,2,15
emp8565,Minta Margram,03-10-1960,62,store_manager,32,Male,4,1,25
emp9229,Roxine Grimmolby,22-01-1962,60,store_manager,3,Male,3,2,25
emp0569,Lavinia Gilchrist,06-04-1991,31,customer_assistant,12,Male,5,2,10
emp7488,Nina Klammt,19-02-1991,31,customer_assistant,35,Male,5,2,10
emp1253,Fianna Wraggs,01-02-1959,63,store_manager,37,Male,5,3,25
emp5602,Gladys Searight,23-11-1967,55,store_manager,23,Male,5,5,25
emp7222,Barrie Ovendon,31-12-1979,42,customer_assistant,5,Male,3,2,15
emp3127,Clarinda Dowthwaite,22-11-1985,37,customer_assistant,44,Male,5,2,15
emp0170,Marie-jeanne Butt,02-02-1991,31,customer_assistant,5,Male,4,1,10
emp6544,Daune Savil,06-06-1963,59,store_manager,28,Male,5,1,25
emp4799,Rhianna Beazley,28-06-1952,70,store_manager,6,Male,5,3,25
emp3889,Barbie Gosnay,11-07-1972,50,store_manager,29,Male,5,3,25
emp1812,Shannan Grundell,24-07-1969,53,store_manager,23,Male,5,1,25
emp8878,Jacob Endicott,13-12-1981,40,customer_assistant,40,Male,5,5,15
emp5587,Odessa Bettridge,16-08-1959,63,store_manager,31,Male,5,2,25
emp6405,Helen-elizabeth Bale,13-10-1964,58,store_manager,4,Male,4,1,25
emp5402,Arlyne Murphy,02-10-1986,36,customer_assistant,28,Male,5,1,15
emp0594,Jamie Beels,15-09-1967,55,store_manager,27,Male,5,1,25
emp3483,Merry Klemmt,02-11-1980,42,customer_assistant,6,Male,5,2,15
emp0820,Tiffani Lanfare,05-09-1990,32,customer_assistant,36,Male,5,4,10
emp5714,Bartlet Blesdill,25-12-1975,46,inventory_specialist,26,Male,5,2,15
emp7238,Des Greatland,25-09-1981,41,customer_assistant,18,Male,5,1,15
emp4044,Kerwin Yushin,06-04-1962,60,store_manager,26,Male,1,1,25
emp8879,Alvinia Piatek,22-04-1975,47,inventory_specialist,11,Male,5,2,15
emp3266,Mandi Mabbe,06-08-1978,44,customer_assistant,36,Male,4,3,15
emp5473,Lynnet Esbrook,10-11-1985,37,customer_assistant,1,Male,4,2,15
emp3850,Violante Ledwich,11-12-1967,55,store_manager,32,Male,5,1,25
emp0537,Alley Feldberg,08-07-1967,55,store_manager,2,Male,4,2,25
emp6705,Cristie Gow,19-03-1971,51,store_manager,44,Male,5,2,25
emp2783,Marion Illingsworth,30-12-1977,44,customer_assistant,1,Male,4,1,15
emp2095,Joella ducarme,07-01-1975,47,inventory_specialist,3,Male,4,2,15
emp9109,Papageno Penrose,09-08-1981,41,customer_assistant,36,Male,2,3,15
emp7709,Brigitte Lapthorn,12-05-1951,71,store_manager,39,Male,1,1,25
emp5638,Ezequiel Georgeon,01-08-1989,33,customer_assistant,5,Male,4,1,10
emp5053,Sela Missen,15-09-1952,70,store_manager,2,Male,5,1,25
emp1626,Irwin Arndtsen,13-12-1973,48,inventory_specialist,17,Male,5,1,15
emp9850,Cacilia Schoales,19-08-1967,55,store_manager,18,Male,5,1,25
emp0277,Farlie Ralph,17-04-1952,70,store_manager,42,Male,5,2,25
emp4333,Adan Riordan,07-03-1959,63,store_manager,32,Male,5,1,25
emp4533,Susana Cicutto,26-10-1986,36,customer_assistant,36,Male,5,1,15
emp4136,Herman England,03-11-1984,38,customer_assistant,15,Male,5,1,15
emp4535,Jessalyn Scandrick,25-01-1972,50,store_manager,6,Male,4,4,25
emp5895,Stanly Bartomieu,08-01-1956,66,store_manager,1,Male,5,1,25
emp8117,Kesley Purcell,10-10-1987,35,customer_assistant,7,Male,5,1,15
emp3490,Ruy MacCorkell,06-10-1987,35,customer_assistant,16,Male,5,3,15
emp2664,Denny Kunz,03-09-1962,60,store_manager,11,Male,5,3,25
emp0597,Carlie Pundy,21-03-1961,61,store_manager,20,Male,5,5,25
emp4878,Katinka Gresly,07-10-1984,38,customer_assistant,14,Male,1,1,15
emp9024,Vivian Vittet,15-02-1968,54,store_manager,45,Male,5,2,25
emp6165,Kimball Dunwoody,23-05-1986,36,customer_assistant,21,Male,5,1,15
emp7865,Nessi Stollard,22-05-1973,49,inventory_specialist,19,Male,5,1,15
emp2706,Nicole Larret,18-09-1979,43,customer_assistant,34,Male,4,1,12.5
emp6512,Anton Grunwall,05-09-1972,50,store_manager,44,Male,4,5,25
emp2876,Jdavie Danshin,19-12-1953,68,store_manager,18,Male,2,2,25
emp0165,Zelig Bellini,03-04-1964,58,store_manager,12,Male,3,4,25
emp9495,Dimitri Vass,19-10-1961,61,store_manager,25,Male,5,4,25
emp4525,Mureil Saylor,17-03-1976,46,inventory_specialist,21,Male,1,1,12.5
emp1711,Lorrin Cossem,04-09-1957,65,store_manager,10,Male,4,2,25
emp6005,Claybourne Local,26-10-1977,45,customer_assistant,18,Male,3,3,12.5
emp8810,Car Tether,02-02-1990,32,customer_assistant,8,Male,2,1,10
emp7468,Archy Lintill,12-11-1978,44,customer_assistant,2,Male,4,1,12.5
emp2963,Renault Timoney,12-12-1980,41,customer_assistant,23,Male,5,1,12.5
emp5611,Paddy Docherty,02-01-1983,39,customer_assistant,45,Male,5,2,12.5
emp4041,Alexina Golthorpp,30-11-1986,36,customer_assistant,39,Male,1,2,12.5
emp3096,Neddie Coppen,08-02-1973,49,inventory_specialist,42,Male,4,1,12.5
emp2892,Dulcie Curtiss,07-10-1954,68,store_manager,5,Male,4,3,25
emp9528,Jaymie Takis,22-10-1956,66,store_manager,27,Male,5,1,25
emp2568,Ragnar Flintuff,27-01-1980,42,customer_assistant,20,Male,4,1,12.5
emp3483,Keefer Mapstone,17-03-1961,61,store_manager,16,Male,5,1,25
emp4769,Gualterio Crummay,31-12-1965,56,store_manager,13,Male,4,1,25
emp2209,Monique Batterton,11-10-1976,46,inventory_specialist,19,Male,5,1,12.5
emp9880,Connie Linskill,08-08-1983,39,customer_assistant,5,Male,5,1,12.5
emp5427,Puff Bittleson,13-05-1951,71,store_manager,27,Male,3,1,25
emp9510,Arny Kolak,07-01-1979,43,customer_assistant,17,Male,5,1,12.5
emp2095,Mathian Woollam,24-05-1972,50,store_manager,41,Male,5,2,25
emp3853,Bibi Paddick,06-05-1955,67,store_manager,12,Male,5,1,25
emp4481,Nico Mouncey,15-03-1981,41,customer_assistant,43,Male,3,1,12.5
emp2933,Osbert Ida,20-03-1966,56,store_manager,42,Male,4,2,25
emp8988,Danita Billows,10-07-1978,44,customer_assistant,1,Male,5,1,12.5
emp9439,Anny Goudge,06-10-1980,42,customer_assistant,23,Male,4,1,12.5
emp2586,Lenee Beauchop,28-12-1977,44,customer_assistant,27,Male,5,1,12.5
emp9488,Avictor Tregien,20-07-1977,45,customer_assistant,3,Male,3,2,12.5
emp9302,Jillayne Mafham,27-09-1988,34,customer_assistant,34,Male,5,1,10
emp8028,Hatty Ferrino,25-12-1987,34,customer_assistant,22,Male,3,3,10
emp0806,Morris Foskin,22-06-1991,31,customer_assistant,40,Male,4,3,10
emp7018,Vivi Brabyn,19-04-1972,50,store_manager,37,Male,2,2,25
emp3194,Cathyleen Ferrara,28-01-1984,38,customer_assistant,45,Male,5,1,12.5
emp2594,Lilias Beaney,25-09-1966,56,store_manager,17,Male,3,1,25
emp1255,Eugenia Reinhard,20-06-1973,49,inventory_specialist,12,Male,3,4,12.5
emp7807,Linus Abbot,23-05-1956,66,store_manager,24,Male,1,1,25
emp2052,Gregg Eaglesham,16-04-1971,51,store_manager,16,Male,4,1,25
emp1464,Giovanna Brusle,28-05-1951,71,store_manager,23,Male,5,1,25
emp9669,Quincy Toffolini,25-10-1990,32,customer_assistant,17,Male,4,1,10
emp1869,Orrin Greenshields,09-03-1977,45,customer_assistant,25,Male,5,2,12.5
emp7902,Rogers Lacroix,13-11-1975,47,inventory_specialist,4,Male,4,2,12.5
emp5260,Francklyn Kamienski,28-10-1970,52,store_manager,16,Male,3,5,25
emp5948,Boyd Tatlowe,10-04-1975,47,inventory_specialist,14,Male,4,1,12.5
emp5422,Minda Fawlkes,31-05-1967,55,store_manager,4,Male,5,1,25
emp8319,Cesya Otley,27-01-1967,55,store_manager,4,Male,5,4,25
emp6480,Avery Dundin,09-10-1962,60,store_manager,3,Male,3,2,25
emp4844,Dougy Achrameev,05-07-1961,61,store_manager,24,Male,5,2,25
emp2873,Yorker Haywood,16-01-1952,70,store_manager,23,Male,4,1,25
emp4882,Talyah Oake,04-03-1973,49,inventory_specialist,34,Male,4,1,12.5
emp9120,Trev Jessett,13-04-1951,71,store_manager,42,Male,5,2,25
emp6565,Saul Leif,04-05-1975,47,inventory_specialist,39,Male,3,1,12.5
emp5443,Cull Kenderdine,16-03-1975,47,inventory_specialist,10,Male,5,3,12.5
emp7847,Creigh Koschke,27-04-1977,45,customer_assistant,4,Male,5,1,12.5
emp1628,Ulrike Townley,05-06-1956,66,store_manager,35,Male,5,2,25
emp2316,Anica Gannon,02-07-1987,35,customer_assistant,23,Male,5,1,12.5
emp7321,Briny Fatharly,11-10-1990,32,customer_assistant,42,Male,4,2,10
emp7695,Hyman Helleker,02-09-1963,59,store_manager,33,Male,4,3,25
emp6184,Ephrayim Croydon,07-03-1972,50,store_manager,14,Male,3,3,25
emp8266,Shirlene Mougel,15-09-1979,43,customer_assistant,31,Male,5,3,12.5
emp2238,Petra Tremayne,10-09-1969,53,store_manager,35,Male,5,1,25
emp1787,Trenton Rafferty,02-03-1970,52,store_manager,36,Male,5,3,25
emp0612,Jordan Dungey,26-10-1958,64,store_manager,1,Male,3,1,25
emp5138,Suzi Mariette,02-12-1982,40,customer_assistant,31,Male,5,1,12.5
emp3642,Cassandra Grigoriev,22-02-1970,52,store_manager,21,Male,5,5,25
emp3444,Saw Durbridge,29-09-1977,45,customer_assistant,24,Male,3,2,12.5
emp8995,Alphonso Duffree,07-06-1987,35,customer_assistant,42,Male,4,1,12.5
emp9188,Gisele Duiguid,20-05-1961,61,store_manager,40,Male,4,5,25
emp6844,Vinni Eul,10-09-1969,53,store_manager,1,Male,4,1,25
emp5342,Marc Hoffner,25-01-1974,48,inventory_specialist,23,Male,5,3,12.5
emp5416,Sheela West-Frimley,11-07-1980,42,customer_assistant,18,Male,5,1,12.5
emp2436,Patten Baughen,11-08-1988,34,customer_assistant,23,Male,5,2,10
emp9420,Ninetta Gitsham,28-06-1952,70,store_manager,18,Male,4,1,25
emp5265,Tailor Viles,05-02-1967,55,store_manager,30,Male,5,1,25
emp6898,Karlik Conry,26-09-1984,38,customer_assistant,43,Male,4,2,12.5
emp8686,Maure McMennum,23-06-1962,60,store_manager,35,Male,4,1,25
emp3555,Finn Gatling,13-01-1962,60,store_manager,36,Male,4,3,25
emp1415,Hyatt Merrgan,14-03-1978,44,customer_assistant,22,Male,1,1,12.5
emp6915,Rose Gilhouley,29-05-1991,31,customer_assistant,5,Male,5,1,10
emp0839,Almira Kemetz,30-06-1955,67,store_manager,13,Male,1,1,25
emp9444,Had Thorius,06-01-1984,38,customer_assistant,30,Male,5,1,12.5
emp9452,Mignonne Piletic,29-12-1982,39,customer_assistant,10,Male,3,1,12.5
emp5708,Lazarus Tuke,13-12-1985,36,customer_assistant,10,Male,5,1,12.5
emp1945,Gail Tomowicz,22-08-1952,70,store_manager,27,Male,1,1,25
emp9203,Bond Fitzsimmons,31-08-1969,53,store_manager,44,Male,1,1,25
emp4508,Kristen Batchley,27-03-1980,42,customer_assistant,11,Male,3,3,12.5
emp9187,Richmound Courtes,10-08-1979,43,customer_assistant,20,Male,4,1,12.5
emp0379,Lewiss Chatteris,05-10-1966,56,store_manager,5,Male,5,3,25
emp9161,Maje Blair,14-05-1954,68,store_manager,6,Male,5,1,25
emp2873,Madalyn Roome,29-01-1954,68,store_manager,44,Male,5,2,25
emp8129,Bail McCalum,07-06-1951,71,store_manager,38,Male,3,1,25
emp4852,Susana Pennings,04-09-1974,48,inventory_specialist,20,Male,4,4,12.5
emp8293,Rebbecca Probbing,02-06-1966,56,store_manager,13,Male,5,5,25
emp4632,Jerrine Laible,26-01-1955,67,store_manager,36,Male,5,2,25
emp4552,Ardene Howselee,05-01-1979,43,customer_assistant,2,Male,4,3,12.5
emp2691,Ardra Arnoldi,27-09-1972,50,store_manager,19,Male,4,1,25
emp7427,Raina Franca,15-11-1954,68,store_manager,21,Male,3,1,25
emp7692,Bone Prettjohn,26-08-1962,60,store_manager,13,Male,5,2,25
emp3998,Lexis Travers,14-11-1988,34,customer_assistant,18,Male,3,4,10
emp9602,Fey Lias,04-06-1984,38,customer_assistant,45,Male,5,3,12.5
emp6234,Petunia Askin,02-01-1973,49,inventory_specialist,38,Male,4,2,12.5
emp5700,Kristian Kliesl,01-04-1970,52,store_manager,45,Male,5,1,25
emp1429,Tristan Barus,25-11-1969,53,store_manager,39,Male,5,3,25
emp6527,Viviene Demchen,13-03-1952,70,store_manager,25,Male,2,4,25
emp5708,Kirstin Allain,05-09-1984,38,customer_assistant,35,Male,2,1,12.5
emp9421,Daven Wisden,11-10-1958,64,store_manager,4,Male,4,1,25
emp4237,Trudey Brunesco,16-12-1970,51,store_manager,21,Male,4,4,25
emp8595,Ninetta Kebell,13-08-1956,66,store_manager,15,Male,5,1,25
emp6360,Monica Geraldez,20-01-1962,60,store_manager,28,Male,5,2,25
emp6599,Mahala Haffard,14-10-1971,51,store_manager,41,Male,5,1,25
emp6482,Dagny Bresland,25-04-1963,59,store_manager,41,Male,4,3,25
emp1620,Nanete Goshawk,23-05-1957,65,store_manager,34,Male,4,3,25
emp3291,Becca Braden,31-08-1987,35,customer_assistant,25,Male,5,2,12.5
emp5901,Yorke Wevell,28-10-1976,46,inventory_specialist,34,Male,5,2,12.5
emp6177,Maddie Foxton,17-08-1977,45,customer_assistant,10,Male,4,1,12.5
emp8971,Sheryl Oakenfall,14-02-1956,66,store_manager,9,Male,4,3,25
emp9936,Terri Tanner,12-02-1964,58,store_manager,4,Male,5,4,25
emp4956,Christie Hartly,08-01-1979,43,customer_assistant,20,Male,5,3,12.5
emp7567,Jonis Mahady,22-02-1983,39,customer_assistant,33,Male,5,3,12.5
emp5042,Bruis Whitmarsh,20-03-1961,61,store_manager,21,Male,3,1,25
emp6534,Ingunna Casbourne,15-03-1977,45,customer_assistant,29,Male,2,4,12.5
emp5905,Gardy Whisby,03-05-1971,51,store_manager,21,Male,5,1,25
emp5504,Vitoria Folds,18-04-1967,55,store_manager,15,Male,5,2,25
emp6193,Loralee Musselwhite,02-02-1966,56,store_manager,34,Male,4,1,25
emp6638,Asher Duligal,07-09-1960,62,store_manager,16,Male,4,2,25
emp4289,Jinny Randals,30-10-1953,69,store_manager,10,Male,2,1,25
emp3562,Vincents Roullier,19-12-1991,30,customer_assistant,4,Male,5,4,10
emp3768,Dorey Cabrer,20-01-1976,46,inventory_specialist,29,Male,4,2,12.5
emp6435,Tiphani Fenby,11-03-1991,31,customer_assistant,17,Female,5,5,10
emp9762,Billy Studders,15-02-1967,55,store_manager,9,Female,5,1,25
emp5982,Patrizio Dumbelton,12-02-1951,71,store_manager,39,Male,4,2,25
emp6279,Henri MacCostigan,06-06-1972,50,store_manager,40,Male,3,2,25
emp0143,Jesselyn Akeherst,13-02-1965,57,store_manager,40,Female,4,2,25
emp0033,Amata Uff,05-01-1962,60,store_manager,39,Female,5,4,25
emp0651,Quintilla Benbow,12-12-1990,31,customer_assistant,26,Female,3,1,10
emp5955,Angelo Whiffen,08-01-1961,61,store_manager,14,Male,5,1,25
emp0445,Corrie Thomasson,12-12-1950,72,store_manager,13,Female,2,1,25
emp2226,Wallache Nicolls,20-11-1975,47,inventory_specialist,35,Male,4,5,12.5
emp9617,Dot Quincey,08-05-1954,68,store_manager,14,Female,4,1,25
emp0177,Rosalie Day,29-03-1990,32,customer_assistant,44,Female,5,1,10
